127.0.0.1 - - [11/Mar/2025:14:32:41 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:32:42 +0530] "GET /Airline-Reservation-System/index.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:32:42 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:32:45 +0530] "GET /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2009
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:32:45 +0530] "GET /Airline-Reservation-System/resources/images/plane-desktop.jpg HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:32:47 +0530] "GET /Airline-Reservation-System/signup.jsp HTTP/1.1" 200 4721
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:32:57 +0530] "POST /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2097
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:32:57 +0530] "GET /Airline-Reservation-System/resources/images/plane-desktop.jpg HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:32:57 +0530] "GET /Airline-Reservation-System/admindash.jsp HTTP/1.1" 200 1753
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:33:00 +0530] "GET /Airline-Reservation-System/admindash.jsp HTTP/1.1" 200 1753
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:33:01 +0530] "GET /Airline-Reservation-System/admindash.jsp HTTP/1.1" 200 1753
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:33:03 +0530] "GET /Airline-Reservation-System/manage_users.jsp HTTP/1.1" 200 3220
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:33:14 +0530] "GET /Airline-Reservation-System/edit_user.jsp?user_id=2 HTTP/1.1" 200 1448
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:33:37 +0530] "GET /Airline-Reservation-System/manage_flights.jsp HTTP/1.1" 200 1121
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:33:39 +0530] "GET /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 1126
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:34:19 +0530] "POST /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:34:22 +0530] "GET /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 1126
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:34:25 +0530] "GET /Airline-Reservation-System/manage_flights.jsp HTTP/1.1" 200 1645
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:35:28 +0530] "GET /Airline-Reservation-System/manage_bookings.jsp HTTP/1.1" 200 1666
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:35:33 +0530] "GET /Airline-Reservation-System/reports.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [11/Mar/2025:14:35:38 +0530] "GET /Airline-Reservation-System/detailed_report.jsp HTTP/1.1" 200 2569
