127.0.0.1 - - [07/Apr/2025:19:54:58 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:54:59 +0530] "GET /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2158
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:54:59 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:56:31 +0530] "GET /Airline-Reservation-System/signup.jsp HTTP/1.1" 200 4721
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:57:02 +0530] "POST /Airline-Reservation-System/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:57:02 +0530] "GET /Airline-Reservation-System/admindash.jsp HTTP/1.1" 200 2254
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:57:26 +0530] "GET /Airline-Reservation-System/manage_users.jsp HTTP/1.1" 200 3103
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:57:48 +0530] "GET /Airline-Reservation-System/manage_flights.jsp HTTP/1.1" 200 10004
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:58:07 +0530] "GET /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:58:45 +0530] "GET /Airline-Reservation-System/schedule_flight.jsp HTTP/1.1" 200 1703
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:59:05 +0530] "GET /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [07/Apr/2025:19:59:59 +0530] "POST /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 3633
0:0:0:0:0:0:0:1 - - [07/Apr/2025:20:00:01 +0530] "GET /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [07/Apr/2025:20:00:05 +0530] "GET /Airline-Reservation-System/schedule_flight.jsp HTTP/1.1" 200 1793
0:0:0:0:0:0:0:1 - - [07/Apr/2025:20:00:47 +0530] "POST /Airline-Reservation-System/schedule_flight.jsp HTTP/1.1" 200 1837
