127.0.0.1 - - [25/Mar/2025:14:24:12 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:13 +0530] "GET /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2158
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:13 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:26 +0530] "POST /Airline-Reservation-System/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:28 +0530] "GET /Airline-Reservation-System/admindash.jsp HTTP/1.1" 200 2254
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:31 +0530] "GET /Airline-Reservation-System/manage_users.jsp HTTP/1.1" 200 3798
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:39 +0530] "GET /Airline-Reservation-System/manage_flights.jsp HTTP/1.1" 200 6346
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:43 +0530] "GET /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 1126
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:47 +0530] "GET /Airline-Reservation-System/manage_bookings.jsp HTTP/1.1" 200 9149
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:24:58 +0530] "GET /Airline-Reservation-System/edit_booking.jsp?booking_id=3 HTTP/1.1" 200 1423
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:25:26 +0530] "POST /Airline-Reservation-System/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:25:26 +0530] "GET /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2158
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:25:35 +0530] "POST /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2257
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:25:43 +0530] "POST /Airline-Reservation-System/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:25:43 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2241
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:25:47 +0530] "GET /Airline-Reservation-System/find_flights.jsp HTTP/1.1" 200 7893
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:25:57 +0530] "GET /Airline-Reservation-System/find_flights.jsp?source=kochi&destination=dubai&departure_time= HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:25:59 +0530] "GET /Airline-Reservation-System/bookFlight.jsp?flight_id=2 HTTP/1.1" 200 8120
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:26:19 +0530] "GET /Airline-Reservation-System/payment.jsp?flight_id=2&user_id=5&seats=11 HTTP/1.1" 200 3793
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:26:26 +0530] "POST /Airline-Reservation-System/confirmBooking.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:26:26 +0530] "GET /Airline-Reservation-System/bookFlight.jsp?error=Invalid%20booking%20details HTTP/1.1" 200 3480
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:27:51 +0530] "GET /Airline-Reservation-System/payment.jsp?flight_id=2&user_id=5&seats=16 HTTP/1.1" 200 3793
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:28:10 +0530] "GET /Airline-Reservation-System/find_flights.jsp?source=kochi&destination=dubai&departure_time= HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:28:14 +0530] "GET /Airline-Reservation-System/bookFlight.jsp?flight_id=3 HTTP/1.1" 200 8129
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:29:51 +0530] "GET /Airline-Reservation-System/my_bookings.jsp HTTP/1.1" 200 3500
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:29:55 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2241
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:29:56 +0530] "GET /Airline-Reservation-System/my_bookings.jsp HTTP/1.1" 200 3500
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:29:58 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2241
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:30:00 +0530] "GET /Airline-Reservation-System/my_payments.jsp HTTP/1.1" 200 3900
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:30:03 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2241
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:30:07 +0530] "POST /Airline-Reservation-System/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Mar/2025:14:30:07 +0530] "GET /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2158
