127.0.0.1 - - [28/Mar/2025:14:30:42 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [28/Mar/2025:14:59:44 +0530] "POST /Airline-Reservation-System/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2025:14:59:44 +0530] "GET /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2158
0:0:0:0:0:0:0:1 - - [28/Mar/2025:14:59:51 +0530] "POST /Airline-Reservation-System/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2025:14:59:51 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2238
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:00:15 +0530] "GET /Airline-Reservation-System/find_flights.jsp HTTP/1.1" 200 7890
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:00:46 +0530] "GET /Airline-Reservation-System/find_flights.jsp?source=kochi&destination=dubai&departure_time= HTTP/1.1" 200 5059
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:00:49 +0530] "GET /Airline-Reservation-System/bookFlight.jsp?flight_id=2 HTTP/1.1" 200 8179
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:01:50 +0530] "GET /Airline-Reservation-System/payment.jsp?flight_id=2&user_id=6&seats=14%2C15 HTTP/1.1" 200 3857
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:02:14 +0530] "POST /Airline-Reservation-System/confirmBooking.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:02:14 +0530] "GET /Airline-Reservation-System/ticketDisplay.jsp?booking_id=26 HTTP/1.1" 200 3420
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:02:44 +0530] "POST /Airline-Reservation-System/confirmBooking.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:02:44 +0530] "GET /Airline-Reservation-System/ticketDisplay.jsp?booking_id=28 HTTP/1.1" 200 3420
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:04 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2238
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:06 +0530] "GET /Airline-Reservation-System/my_bookings.jsp HTTP/1.1" 200 10501
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:10 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2238
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:11 +0530] "GET /Airline-Reservation-System/my_payments.jsp HTTP/1.1" 200 6539
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:18 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2238
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:19 +0530] "GET /Airline-Reservation-System/edit_profile.jsp HTTP/1.1" 200 2374
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:25 +0530] "GET /Airline-Reservation-System/passengerdash.jsp HTTP/1.1" 200 2238
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:37 +0530] "POST /Airline-Reservation-System/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:37 +0530] "GET /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2158
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:43 +0530] "POST /Airline-Reservation-System/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:43 +0530] "GET /Airline-Reservation-System/admindash.jsp HTTP/1.1" 200 2254
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:48 +0530] "GET /Airline-Reservation-System/manage_flights.jsp HTTP/1.1" 200 6346
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:03:58 +0530] "GET /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 1126
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:07:11 +0530] "GET /Airline-Reservation-System/add_flight.jsp HTTP/1.1" 200 1126
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:08:23 +0530] "GET /Airline-Reservation-System/manage_bookings.jsp HTTP/1.1" 200 17387
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:08:26 +0530] "GET /Airline-Reservation-System/edit_booking.jsp?booking_id=3 HTTP/1.1" 200 1423
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:08:35 +0530] "POST /Airline-Reservation-System/update_booking.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:08:35 +0530] "GET /Airline-Reservation-System/manage_bookings.jsp?msg=Booking%20updated%20successfully HTTP/1.1" 200 17390
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:09:56 +0530] "GET /Airline-Reservation-System/manage_flights.jsp HTTP/1.1" 200 6346
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:10:30 +0530] "POST /Airline-Reservation-System/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2025:15:10:30 +0530] "GET /Airline-Reservation-System/login.jsp HTTP/1.1" 200 2158
